时间		开盘		最高		最低		收盘		涨幅		振幅		总手		金额		换手%		成交次数		
2014-05-23,五	996.529		1020.380	994.714		1019.619	--		--		189,301,600	2,720,560,500	0		128047		
2014-12-29,一	1403.630	1403.671	1365.656	1371.320	-3.16%		2.68%		292,719,260	5,182,595,500	0		214799		
2014-12-30,二	1361.873	1364.615	1320.378	1326.777	-3.25%		3.23%		265,873,690	4,616,335,800	0		203552		
2014-12-31,三	1328.358	1351.052	1328.202	1345.253	+1.39%		1.72%		185,730,180	3,201,340,700	0		142130		
2015-01-05,一	1345.304	1346.050	1310.077	1336.882	-0.62%		2.67%		226,764,950	3,880,080,200	0		173293		
2015-01-06,二	1332.283	1392.089	1321.829	1391.594	+4.09%		5.26%		331,857,920	5,976,741,300	0		246495		
2015-01-07,三	1386.296	1391.027	1366.648	1376.183	-1.11%		1.75%		213,306,650	3,617,827,400	0		163237		
2015-01-08,四	1370.088	1391.167	1367.926	1380.158	+0.29%		1.69%		207,024,250	3,472,093,200	0		156098		
2015-01-09,五	1380.599	1402.956	1375.608	1376.528	-0.26%		1.98%		254,797,870	4,342,392,500	0		185509		
2015-01-12,一	1367.351	1369.339	1343.950	1351.138	-1.84%		1.84%		218,803,030	3,700,147,900	0		30308		
2015-01-13,二	1349.261	1395.101	1349.261	1393.750	+3.15%		3.39%		237,034,180	4,073,607,300	0		26776		
2015-01-14,三	1394.251	1395.626	1375.524	1379.973	-0.99%		1.44%		179,425,300	3,063,102,800	0		141356		
2015-01-15,四	1378.053	1390.902	1374.066	1379.697	-0.02%		1.22%		164,558,170	2,844,231,400	0		131841		
2015-01-16,五	1378.514	1409.112	1378.262	1407.180	+1.99%		2.24%		198,126,050	3,353,918,400	0		140727		
2015-01-19,一	1374.083	1425.079	1357.140	1383.145	-1.71%		4.83%		273,223,350	4,987,246,700	0		202327		
2015-01-20,二	1396.391	1458.313	1396.231	1458.313	+5.43%		4.49%		326,675,170	5,888,429,500	0		226787		
2015-01-21,三	1465.716	1493.200	1461.005	1490.676	+2.22%		2.21%		380,504,530	6,872,487,400	0		260246		
2015-01-22,四	1492.912	1545.544	1484.598	1535.854	+3.03%		4.09%		471,613,670	9,138,142,700	0		324852		
2015-01-23,五	1536.858	1536.858	1496.888	1500.984	-2.27%		2.60%		366,181,940	6,605,615,400	0		248197		
2015-01-26,一	1509.585	1537.527	1509.470	1535.853	+2.32%		1.87%		261,998,280	4,971,059,800	0		184950		
2015-01-27,二	1551.152	1578.738	1546.781	1577.321	+2.70%		2.08%		359,734,150	6,795,488,600	0		249606		
2015-01-28,三	1572.953	1580.900	1554.571	1558.453	-1.20%		1.67%		377,894,940	6,304,073,800	0		228944		
2015-01-29,四	1544.052	1559.512	1536.073	1542.307	-1.04%		1.50%		234,440,220	3,865,195,600	0		155252		
2015-01-30,五	1543.206	1553.473	1508.746	1508.746	-2.18%		2.90%		228,436,780	3,919,808,100	0		155595		
2015-02-02,一	1490.761	1526.368	1485.571	1512.246	+0.23%		2.70%		197,986,250	3,385,386,500	0		130332		
2015-02-03,二	1514.786	1554.891	1514.484	1550.778	+2.55%		2.67%		356,781,860	6,441,452,400	0		200368		
2015-02-04,三	1552.059	1580.372	1550.196	1566.931	+1.04%		1.95%		333,565,990	6,677,912,700	0		212415		
2015-02-05,四	1569.346	1601.534	1558.835	1571.892	+0.32%		2.73%		398,074,020	7,536,968,300	0		234543		
2015-02-06,五	1568.813	1581.716	1533.642	1541.174	-1.95%		3.06%		321,215,950	5,470,758,300	0		203757		
2015-02-09,一	1536.372	1544.849	1509.283	1516.574	-1.60%		2.31%		230,127,250	4,054,250,300	0		155991		
2015-02-10,二	1515.239	1542.180	1503.741	1542.180	+1.69%		2.53%		228,084,270	4,066,234,700	0		146499		
2015-02-11,三	1543.781	1580.563	1543.366	1580.220	+2.47%		2.41%		262,351,980	5,010,433,400	0		180897		
2015-02-12,四	1579.576	1595.671	1574.894	1589.818	+0.61%		1.31%		241,565,470	4,423,136,400	0		163341		
2015-02-13,五	1594.234	1614.018	1594.234	1609.425	+1.23%		1.24%		286,673,320	5,484,660,100	0		189853		
2015-02-16,一	1612.193	1669.987	1612.193	1669.987	+3.76%		3.59%		351,191,190	6,807,264,600	0		227135		
2015-02-17,二	1673.574	1677.161	1646.112	1669.368	-0.04%		1.86%		291,762,710	5,829,551,700	0		192503		
2015-02-25,三	1669.981	1677.205	1650.903	1657.324	-0.72%		1.58%		304,186,240	5,863,519,800	0		216461		
2015-02-26,四	1655.605	1667.145	1627.369	1657.753	+0.03%		2.40%		278,616,100	5,410,691,800	0		202944		
2015-02-27,五	1661.451	1713.318	1659.984	1711.415	+3.24%		3.22%		521,848,610	10,821,371,100	0		360323		
2015-03-02,一	1715.344	1748.178	1700.639	1748.051	+2.14%		2.78%		467,592,980	9,501,097,800	0		307148		
2015-03-03,二	1749.993	1784.565	1745.590	1749.799	+0.10%		2.23%		494,378,640	10,503,951,200	0		341226		
2015-03-04,三	1759.557	1786.674	1759.355	1786.285	+2.09%		1.56%		413,475,870	8,836,609,400	0		268271		
2015-03-05,四	1792.239	1802.626	1774.376	1802.560	+0.91%		1.58%		380,166,720	8,334,154,000	0		325		
2015-03-06,五	1806.719	1818.716	1771.248	1774.052	-1.58%		2.63%		426,896,040	8,669,596,500	0		285436		
2015-03-09,一	1768.866	1801.648	1750.069	1801.122	+1.53%		2.91%		325,342,350	6,502,727,800	0		224659		
2015-03-10,二	1798.520	1843.281	1798.520	1837.344	+2.01%		2.49%		334,254,570	6,927,217,800	0		226607		
2015-03-11,三	1837.697	1849.640	1826.885	1829.146	-0.45%		1.24%		289,953,990	5,794,453,900	0		212427		
2015-03-12,四	1826.824	1832.311	1777.367	1799.668	-1.61%		3.00%		331,774,490	6,350,664,800	0		236990		
2015-03-13,五	1809.081	1849.366	1809.081	1849.366	+2.76%		2.24%		288,286,340	6,076,606,100	0		213507		
2015-03-16,一	1862.169	1928.959	1861.386	1928.959	+4.30%		3.65%		450,695,430	9,826,315,000	0		302809		
2015-03-17,二	1945.726	1986.679	1932.520	1954.851	+1.34%		2.81%		571,426,390	13,003,495,200	0		411355		
2015-03-18,三	1948.595	1988.684	1935.227	1988.233	+1.71%		2.73%		468,232,010	10,365,027,000	0		328773		
2015-03-19,四	1982.427	1993.959	1966.441	1987.676	-0.03%		1.38%		454,921,570	9,858,369,200	0		320908		
2015-03-20,五	1985.926	2034.267	1983.621	2018.524	+1.55%		2.55%		426,082,610	9,759,925,100	0		309518		
2015-03-23,一	2025.588	2085.471	2025.588	2085.303	+3.31%		2.97%		524,890,750	11,878,258,400	0		338192		
2015-03-24,二	2084.124	2113.862	2008.600	2113.499	+1.35%		5.05%		632,725,370	14,668,796,000	0		445797		
2015-03-25,三	2113.223	2169.093	2094.018	2150.806	+1.77%		3.55%		559,540,730	13,598,784,000	0		380997		
2015-03-26,四	2147.669	2162.904	2083.145	2116.572	-1.59%		3.71%		481,868,980	11,527,308,900	0		344571		
2015-03-27,五	2131.652	2177.952	2120.187	2175.395	+2.78%		2.73%		398,342,510	9,425,152,700	0		290911		
2015-03-30,一	2191.347	2208.116	2165.787	2206.031	+1.41%		1.95%		489,083,240	11,481,335,500	0		327402		
2015-03-31,二	2232.503	2272.403	2209.004	2246.219	+1.82%		2.87%		502,932,170	11,693,225,300	0		357323		
2015-04-01,三	2263.602	2308.234	2255.887	2307.745	+2.74%		2.33%		438,279,220	10,212,669,600	0		308470		
2015-04-02,四	2329.957	2375.246	2321.014	2374.861	+2.91%		2.35%		483,347,910	11,393,872,500	0		346094		
2015-04-03,五	2384.170	2435.277	2375.145	2434.422	+2.51%		2.53%		541,915,430	12,638,616,300	0		372727		
2015-04-07,二	2463.829	2483.499	2439.972	2483.499	+2.02%		1.79%		542,891,600	12,973,414,400	0		380348		
2015-04-08,三	2501.578	2501.678	2379.092	2407.603	-3.06%		4.94%		534,267,200	13,491,013,000	0		415949		
2015-04-09,四	2420.945	2421.647	2292.840	2412.117	+0.19%		5.35%		525,592,190	12,430,531,200	0		381135		
2015-04-10,五	2422.043	2512.683	2414.529	2508.045	+3.98%		4.07%		433,059,930	10,434,339,800	0		311706		
2015-04-13,一	2545.955	2584.733	2525.408	2572.193	+2.56%		2.37%		515,955,400	12,520,097,500	0		371781		
2015-04-14,二	2582.862	2582.862	2523.416	2541.231	-1.20%		2.31%		462,663,300	11,532,190,400	0		365475		
2015-04-15,三	2536.619	2537.748	2416.428	2420.193	-4.76%		4.77%		473,826,200	12,222,973,000	0		358305		
2015-04-16,四	2399.397	2497.370	2362.556	2457.661	+1.55%		5.57%		386,336,230	9,434,543,200	0		291367		
2015-04-17,五	2483.785	2516.826	2457.752	2485.150	+1.12%		2.40%		589,021,780	15,815,901,000	0		432141		
2015-04-20,一	2461.495	2529.698	2438.668	2458.457	-1.07%		3.66%		649,626,000	17,025,887,000	0		466884		
2015-04-21,二	2460.642	2586.205	2460.642	2586.205	+5.20%		5.11%		635,245,920	17,237,092,000	0		450799		
2015-04-22,三	2617.909	2685.725	2617.909	2685.247	+3.83%		2.62%		581,699,030	15,813,027,000	0		418830		
2015-04-23,四	2705.283	2735.337	2677.087	2727.074	+1.56%		2.17%		581,090,120	15,197,369,000	0		431831		
2015-04-24,五	2687.741	2761.686	2661.624	2740.394	+0.49%		3.67%		569,013,380	14,340,937,000	0		424860		
2015-04-27,一	2778.864	2841.683	2748.404	2764.214	+0.87%		3.40%		607,626,850	16,213,344,000	0		458130		
2015-04-28,二	2755.602	2755.602	2587.942	2616.222	-5.35%		6.07%		610,336,060	17,017,087,000	0		484611		
2015-04-29,三	2589.556	2731.033	2578.387	2726.002	+4.20%		5.83%		473,640,490	13,285,167,200	0		368545		
2015-04-30,四	2758.714	2784.762	2731.756	2735.593	+0.35%		1.94%		497,815,990	15,432,274,000	0		412113		
